A1_7,0.021253082,10.1324443
A1_7,0.021267946,10.13350682
A1_8,0.022082201,10.61320466
A1_8,0.022097571,10.61718434
A2_1,0.034837032,8.46967274
A2_1,0.03482973,8.471560367
A2_3,0.083814994,7.887801708
A2_3,0.083812425,7.891074441
A2_4,0.182636756,7.785311849
A2_4,0.18263577,7.788547999
A2_8,0.048955361,9.074472966
A2_8,0.04894737,9.069425883
A2_8,0.048937088,9.072696953
A2_9,0.038376266,8.832037461
A2_9,0.038370523,8.783422755
A2_10,0.01618904,8.692608538
A2_10,0.016177571,8.696878467
A2_11,0.068057774,9.456967904
A2_11,0.068056041,9.454030548
A2_12,0.027335763,9.038607008
A2_12,0.027346463,9.039621869
A2_13,0.031835275,9.774879046
A2_13,0.03184684,9.772468155
A2_14,0.021098454,9.194548249
A2_14,0.021116889,9.19863606
A2_15,0.008220766,9.149935657
A2_15,0.008295948,9.153999526
A2_16,0.024191613,8.926976101
A2_16,0.02420996,8.932620627
A3_3,0.034169784,7.066170655
A3_3,0.034169649,7.0750665
A3_3,0.03416975,7.071438246
A3_3,0.034335079,7.06967537
A3_3,0.034345864,7.071784505
A3_1,0.062424584,7.495479039
A3_1,0.062256454,7.575810432
A3_2,0.036958745,7.332885436
A3_2,0.036753765,7.380137759
A3_3,5.97E-02,7.028435294
A3_3,0.059821327,7.022004124
A3_3,0.060162249,7.027758329
A3_3,5.97E-02,7.115722586
A3_3,0.059975253,7.112452389
A3_3,0.059995884,7.118589609
A3_4,0.07301116,6.692684164
A3_4,0.073009571,6.791608902
A3_5,0.070583281,6.397113106
A3_5,0.07055771,6.492144547
A3_6,0.061445022,8.571801964
A3_6,0.061451689,8.580427504
A3_6,0.061466195,8.564654905
A3_7,0.027149551,8.563424
A3_7,0.027170842,8.571950262
A3_7,0.027193002,8.571859338
A3_8,0.06958691,7.922392157
A3_8,0.0696021,7.918586258
A5_1,0.002221113,0.593558611
A5_1,0.002306692,0.590785431
A5_2,0.004608249,1.428723598
A5_2,0.004632418,1.434839239
A5_3,0.005267395,1.834815553
A5_3,0.005341671,1.828053782
A5_4,0.002939536,1.312413891
A5_4,0.00297099,1.31408811
BS_TN_1,0.004793253,0.001373396
BS_TN_1,4.79E-03,-0.006965865
BS_TN_1,0.00479302,-0.009595991
BS_TN_1,0.005881801,-0.008272112
BS_TN_1,0.005921866,-0.010558824
BS_TN_1,0.005962446,-0.012153545
A2_17,0.02182791,9.960892868
A2_17,0.02182791,9.962263539
A3_3,0.034059462,7.070390946
A3_3,0.034059436,7.068931553
A3_3,0.034059498,7.073219115
A3_3,0.001759308,7.071902207
A3_3,0.001758815,7.06891601
A3_3,0.001760008,7.071602498
A6_3,0.020493297,7.95688008
A6_3,0.020493882,7.966933675
A6_4,0.023601835,8.584278891
A6_4,0.023602521,8.572354996
A6_5,0.037669847,8.349471876
A6_5,0.037670741,8.353099423
A6_7,0.009128611,8.910739577
A6_7,0.009134352,8.909325929
A6_8,0.034963279,9.541729512
A6_8,0.034964532,9.543388198
TS00,0.009438382,-0.414252659
TS00,0.01355726,-0.43042341
TS00,0.021099432,-0.413908601
TS01,0.005690145,-0.759053005
TS01,0.011603139,-0.769917507
TS01,0.020272556,-0.761751551
TS02,0.0043698,-1.023283947
TS02,0.011520267,-1.029224695
TS02,0.02069301,-1.021106993
TS03,0.007524933,-1.255861188
TS03,0.013281733,-1.253432649
TS03,0.022084241,-1.242254906
TS04,0.006101228,-1.44955863
TS04,0.012957528,-1.45364575
TS04,0.02215423,-1.460495795
TS05,0.008769472,-1.576336981
TS05,0.014903017,-1.590071506
TS05,0.02348793,-1.575789039
TS09,0.004863036,-1.703753216
TS09,0.013600971,-1.698693471
TS09,0.02321293,-1.699134229
TS11,0.006639996,-1.835336387
TS11,0.014464351,-1.828916272
TS11,0.024086491,-1.826369133
TS14,0.011518946,-1.929246926
TS14,0.017725458,-1.948483691
TS14,0.027578742,-1.944713509
TS16,0.009650099,-2.053415793
TS16,0.016897427,-2.046214584
TS16,0.027488834,-2.061387777
TS18,0.012657308,-2.249839613
TS18,0.018996199,-2.242423585
TS18,0.029059687,-2.263524679
TS19,0.01334412,-2.410389242
TS19,0.019732454,-2.389417737
TS19,0.029773753,-2.406405602
TS20,0.016434599,-2.493171343
TS20,0.022031508,-2.465224987
TS20,0.031664785,-2.485125277
BS_TN_1,0.014646491,-0.03647461
BS_TN_1,0.014822191,-0.002489315
BS_TN_1,0.015314094,-0.003992872
BS_TN_1,0.015640183,0.005774725
BS_TN_1,0.016577678,-0.007934513
BS_TN_1,0.017711271,-0.001056354
TS00,0.012237661,-0.426151666
TS00,0.013532375,-0.408738679
TS01,0.011302109,-0.766349417
TS01,0.012805612,-0.732890703
TS02,0.002098489,-1.023724128
TS02,0.006559076,-1.003317314
TS03,0.006545373,-1.243741536
TS03,0.009100391,-1.235275794
TS04,0.010974749,-1.446551887
TS04,0.012783374,-1.444285671
TS05,0.005661374,-1.569379368
TS05,0.008771067,-1.559422348
TS06,0.005009812,-1.613451503
TS06,0.008444129,-1.602417562
TS07,0.001476617,-1.643670669
TS07,0.007048758,-1.625771634
TS08,0.013534134,-1.667950876
TS08,0.015229961,-1.668928597
TS09,0.012098592,-1.69565942
TS09,0.014041834,-1.694509223
TS10,0.002088459,-1.768511677
TS10,0.007541523,-1.749414309
TS11,0.007225086,-1.818735783
TS11,0.010482649,-1.809857986
TS12,0.005797833,-1.8395344
TS12,0.009650693,-1.828259504
TS13,0.003651843,-1.8737649
TS13,0.008587361,-1.852135756
TS14,0.004524738,-1.923512938
TS14,0.009107673,-1.9095541
TS15,0.003248852,-1.995092286
TS15,0.009364727,-1.981440627
TS16,0.003877345,-2.051204351
TS16,0.009049807,-2.029821069
TS17,0.005551969,-2.110061962
TS17,0.010014366,-2.08520116
TS18,0.005370516,-2.242761357
TS18,0.010030829,-2.218431748
TS19,0.004922862,-2.400095578
TS19,0.009875304,-2.377003541
TS20,0.023457495,-2.483739017
TS20,0.025007501,-2.431970294
MU02,0.009078635,-1.470421914
MU02,0.009633716,-1.459185151
MU02,0.010992879,-1.461494196
MU02,0.009071963,-1.481162591
MU02,0.009310148,-1.504253366
MU02,0.009972416,-1.491675611
MU02,0.011023939,-1.474214341
MU03,0.012732647,-0.713601424
MU03,0.013465931,-0.701177869
MU03,0.014725436,-0.694517733
MU03,0.012644822,-0.721974497
MU03,0.012922707,-0.720335301
MU03,0.01362246,-0.732393451
MU03,0.014443405,-0.724850432
MU01,0.012225835,-2.701673316
MU01,0.012731963,-2.707890524
MU01,0.013827802,-2.68088136
MU01,0.012205993,-2.693240396
MU01,0.012404118,-2.720714823
MU01,0.012961697,-2.704902994
MU01,0.012961697,-2.717297762
NK01,0.015453635,-2.256236359
NK01,0.015927701,-2.250489566
NK01,0.016885641,-2.213846612
NK01,0.01541516,-2.255380932
NK01,0.015603363,-2.240879562
NK01,0.016082392,-2.24988782
NK01,0.016783828,-2.260054776
NK02,0.017019598,-2.426292186
NK02,0.017534365,-2.402079242
NK02,0.018431734,-2.398811421
NK02,0.016979831,-2.439771019
NK02,0.017176382,-2.435339261
NK02,0.017642036,-2.455901653
NK02,0.018310932,-2.428910653
NK03,0.003668741,-2.161610462
NK03,0.005866575,-2.163338624
NK03,0.008465804,-2.159103271
NK03,0.003257116,-2.168064966
NK03,0.004306915,-2.174069601
NK03,0.006183781,-2.175565854
NK03,0.007810746,-2.192631016
BS_TN_1,1.21E-02,0.012173929
BS_TN_1,0.012428967,0.021419203
BS_TN_1,0.01344153,0.02119231
BS_TN_1,0.014840659,0.012254963
BS_TN_1,0.012121546,-0.006640882
BS_TN_1,0.012253272,0.00075905
BS_TN_1,0.012711652,-0.009780507
BS_TN_1,0.013537336,0.002490365
BS_TN_1,0.014424703,-0.00769549
